,product_name_on_flipkart,retail_price_on_flipkart,discounted_price_on_flipkart,product_name_on_amazon,retail_price_on_amazon,discounted_price_on_amazon
18358,speedwav red led strobe brake lights set of 2-mahindra scorpio new projector lens,1489,800,speedwav red led strobe brake lights set of 2-mahindra scorpio new projector lens,1500.0,623.0
18359,simrit women's nighty,2973,991,simrit women's nighty,2985.0,895.0
18360,"69th avenue 69ss0002-x1 polyester, steel sliding pin shirt stud",597,657,"69th avenue 69ss0002-x1 polyester, steel sliding pin shirt stud",599.0,539.0
18361,simrit women's nighty,2982,1129,simrit women's nighty,2985.0,895.0
18362,adroitz premium phone socket holder for apple iphone 4s[36],586,186,adroitz premium phone socket holder for apple iphone 4s[36],599.0,164.0
18363,nourish cardboard 2-o- folder,396,470,nourish cardboard 2-o- folder,399.0,399.0
18364,speedwav red led strobe brake lights set of 2-force one projector lens,1492,749,speedwav red led strobe brake lights set of 2-force one projector lens,1500.0,623.0
18365,little's wear boy's bloomer,434,497,little's wear boy's bloomer,450.0,399.0
18366,aaina home decor linen cloth journal,484,593,aaina home decor linen cloth journal,485.0,485.0
18367,simrit women's nighty,2978,1157,simrit women's nighty,2985.0,895.0
18368,imlee mojaris,1598,1857,imlee mojaris,1600.0,1600.0
18369,fine colors printed women's round neck t-shirt,893,685,fine colors printed women's round neck t-shirt,899.0,599.0
18370,typical indian printed women's a-line skirt,1991,509,typical indian printed women's a-line skirt,1999.0,399.0
18371,i-bag 1163 backpack,1103,965,i-bag 1163 backpack,1120.0,800.0
18372,uber urban slim fit men's trousers,4478,2521,uber urban slim fit men's trousers,4497.0,2010.0
18373,scott international solid women's polo t-shirt,894,733,scott international solid women's polo t-shirt,895.0,599.0
18374,sttoffa printed women's wrap around skirt,1234,329,sttoffa printed women's wrap around skirt,1249.0,279.0
18375,attache 103 40 l backpack,1383,1161,attache 103 40 l backpack,1399.0,899.0
18376,allen solly regular fit men's trousers,1936,2202,allen solly regular fit men's trousers,1949.0,1949.0
18377,go-art printed women's round neck t-shirt,1196,794,go-art printed women's round neck t-shirt,1198.0,699.0
18378,stylishvilla embroidered kurta & patiyala,2985,841,stylishvilla embroidered kurta & patiyala,2999.0,714.0
18379,stylishvilla embroidered kurta & churidar,3985,1426,stylishvilla embroidered kurta & churidar,3999.0,1234.0
18380,khushi fashions printed kurta & pallazo,1280,957,khushi fashions printed kurta & pallazo,1299.0,799.0
18381,bodycare girl's brief panty,478,598,bodycare girl's brief panty,498.0,498.0
18382,speedwav 202051 bike handle grip for universal for bike universal for bike,795,487,speedwav 202051 bike handle grip for universal for bike universal for bike,800.0,437.0
18383,gaga canvas painting,15772,10761,gaga canvas painting,15783.0,8720.0
18384,lienz women's camisole,830,394,lienz women's camisole,850.0,325.0
18385,"m s rugs pink, blue wool dhurrie",5296,3911,"m s rugs pink, blue wool dhurrie",5300.0,3100.0
18386,krasiv women's camisole,994,258,krasiv women's camisole,999.0,199.0
18387,bottoms more slim fit women's trousers,483,571,bottoms more slim fit women's trousers,499.0,499.0
18388,loomkart multicolor cotton dhurrie,2097,1267,loomkart multicolor cotton dhurrie,2100.0,1050.0
18389,gaga canvas painting,35080,22938,gaga canvas painting,35100.0,19380.0
18390,pezzava regular fit women's trousers,697,304,pezzava regular fit women's trousers,699.0,259.0
18391,gims brown viscose carpet,4787,5025,gims brown viscose carpet,4800.0,4100.0
18392,burdy solid boy's track suit,2388,1240,burdy solid boy's track suit,2390.0,995.0
18393,cotonex pink cotton kitchen linen set,345,334,cotonex pink cotton kitchen linen set,350.0,299.0
18394,united colors of benetton slim fit women's trousers,2988,2408,united colors of benetton slim fit women's trousers,2999.0,1949.0
18395,ucb baby boy's t-shirt,698,784,ucb baby boy's t-shirt,699.0,629.0
18396,gaga canvas painting,24969,15638,gaga canvas painting,24987.0,13800.0
18397,lienz women's camisole,843,372,lienz women's camisole,850.0,325.0
18398,loomkart multicolor cotton dhurrie,2086,1236,loomkart multicolor cotton dhurrie,2100.0,1050.0
18399,w regular fit women's trousers,1690,2206,w regular fit women's trousers,1699.0,1699.0
18400,lienz women's camisole,833,385,lienz women's camisole,850.0,325.0
18401,black butterfly 4 - piece bar set,2486,2281,black butterfly 4 - piece bar set,2499.0,1999.0
18402,feminine regular fit women's trousers,638,592,feminine regular fit women's trousers,656.0,534.0
18403,speedwav 220102 bike handle grip for tvs apache,486,244,speedwav 220102 bike handle grip for tvs apache,500.0,220.0
18404,dh-discovery 20200w 2.1 home theatre system,9985,8280,dh-discovery 20200w 2.1 home theatre system,9999.0,6499.0
18405,lienz women's camisole,847,364,lienz women's camisole,850.0,325.0
18406,lienz women's camisole,845,417,lienz women's camisole,850.0,325.0
18407,gaga canvas painting,39489,27529,gaga canvas painting,39500.0,21780.0
18408,loomkart multicolor cotton dhurrie,2093,1267,loomkart multicolor cotton dhurrie,2100.0,1050.0
18409,lienz women's camisole,837,383,lienz women's camisole,850.0,325.0
18410,bottoms more slim fit women's trousers,483,615,bottoms more slim fit women's trousers,499.0,499.0
18411,zeva 3 - piece bar set,1994,492,zeva 3 - piece bar set,1999.0,439.0
18412,lienz women's camisole,843,359,lienz women's camisole,850.0,325.0
18413,lienz women's camisole,839,385,lienz women's camisole,850.0,325.0
18414,ucb baby boy's t-shirt,589,661,ucb baby boy's t-shirt,599.0,539.0
18415,t three slim fit girl's jeans,723,677,t three slim fit girl's jeans,730.0,560.0
18416,lienz women's camisole,469,273,lienz women's camisole,475.0,220.0
18417,lienz women's camisole,836,391,lienz women's camisole,850.0,325.0
18418,ashdan sleeveless solid men's sweatshirt,989,839,ashdan sleeveless solid men's sweatshirt,999.0,719.0
18419,speedwav 202058 bike handle grip for universal for bike universal for bike,580,551,speedwav 202058 bike handle grip for universal for bike universal for bike,600.0,426.0
18420,lienz women's camisole,842,405,lienz women's camisole,850.0,325.0
18421,"cotonex black, white cotton kitchen linen set",341,342,"cotonex black, white cotton kitchen linen set",350.0,299.0
18422,lienz women's camisole,844,379,lienz women's camisole,850.0,325.0
18423,gaga canvas painting,5516,3619,gaga canvas painting,5520.0,3040.0
18424,furnishingland orange silk carpet,14784,9037,furnishingland orange silk carpet,14798.0,7399.0
18425,gaga canvas painting,5506,3548,gaga canvas painting,5520.0,3040.0
18426,laser x quilted girl's top - pyjama set,589,378,laser x quilted girl's top - pyjama set,599.0,299.0
18427,lienz women's camisole,846,395,lienz women's camisole,850.0,325.0
18428,loomkart multicolor cotton dhurrie,2087,1206,loomkart multicolor cotton dhurrie,2100.0,1050.0
18429,loomkart multicolor cotton dhurrie,2084,1185,loomkart multicolor cotton dhurrie,2100.0,1050.0
18430,ucb baby boy's t-shirt,594,694,ucb baby boy's t-shirt,599.0,539.0
18431,cotonex beige cotton kitchen linen set,332,363,cotonex beige cotton kitchen linen set,350.0,299.0
18432,w regular fit women's trousers,1980,2460,w regular fit women's trousers,1999.0,1999.0
18433,lienz women's camisole,834,394,lienz women's camisole,850.0,325.0
18434,lienz women's camisole,832,365,lienz women's camisole,850.0,325.0
18435,loomkart multicolor cotton dhurrie,2090,1361,loomkart multicolor cotton dhurrie,2100.0,1050.0
18436,gaga canvas painting,46498,30212,gaga canvas painting,46500.0,25510.0
18437,mrb baby girl's bikini panty,984,379,mrb baby girl's bikini panty,999.0,300.0
18438,sony ht-gt1 2.1 home theatre system,18972,23176,sony ht-gt1 2.1 home theatre system,18990.0,18990.0
18439,lienz women's camisole,835,375,lienz women's camisole,850.0,325.0
18440,lienz women's camisole,847,407,lienz women's camisole,850.0,325.0
18441,lienz women's camisole,844,404,lienz women's camisole,850.0,325.0
18442,gaga canvas painting,39483,27734,gaga canvas painting,39500.0,21780.0
18443,"scholar girl's, women's camisole",1042,946,"scholar girl's, women's camisole",1050.0,799.0
18444,speedwav 220108 bike handle grip for tvs apache,485,253,speedwav 220108 bike handle grip for tvs apache,500.0,220.0
18445,furnishingland green silk carpet,14782,8420,furnishingland green silk carpet,14798.0,7399.0
18446,lienz women's camisole,833,420,lienz women's camisole,850.0,325.0
18447,furnishingland multicolor polyester carpet,2879,1881,furnishingland multicolor polyester carpet,2898.0,1449.0
18448,furnishingland black polyester carpet,2635,1645,furnishingland black polyester carpet,2650.0,1325.0
18449,art n beyond polyresin wine rack,1790,1375,art n beyond polyresin wine rack,1799.0,1199.0
18450,gaga canvas painting,7635,4670,gaga canvas painting,7638.0,4220.0
18451,loomkart blue polyester runner,1181,907,loomkart blue polyester runner,1200.0,699.0
18452,gaga canvas painting,5518,3879,gaga canvas painting,5520.0,3040.0
18453,krasiv women's camisole,988,255,krasiv women's camisole,999.0,199.0
18454,gaga canvas painting,46495,32809,gaga canvas painting,46500.0,25510.0
18455,jheel slim fit girl's jeans,1027,888,jheel slim fit girl's jeans,1044.0,699.0
18456,"cotonex blue, pink cotton kitchen linen set",343,360,"cotonex blue, pink cotton kitchen linen set",350.0,299.0
18457,loomkart multicolor cotton dhurrie,2097,1210,loomkart multicolor cotton dhurrie,2100.0,1050.0
18458,"m s rugs pink, blue wool dhurrie",5285,3457,"m s rugs pink, blue wool dhurrie",5300.0,3100.0
18459,red rose girl's hipster panty,698,678,red rose girl's hipster panty,699.0,599.0
18460,loomkart multicolor cotton dhurrie,2089,1308,loomkart multicolor cotton dhurrie,2100.0,1050.0
18461,speedwav 220164 bike handle grip for tvs apache,581,554,speedwav 220164 bike handle grip for tvs apache,600.0,455.0
18462,speedwav 157466 bike handle grip for yamaha ybr,690,459,speedwav 157466 bike handle grip for yamaha ybr,700.0,400.0
18463,gaga canvas painting,10457,7227,gaga canvas painting,10461.0,5780.0
18464,"cotonex pink, green cotton kitchen linen set",281,263,"cotonex pink, green cotton kitchen linen set",300.0,225.0
18465,loomkart multicolor cotton dhurrie,2081,1339,loomkart multicolor cotton dhurrie,2100.0,1050.0
18466,pezzava regular fit women's trousers,692,290,pezzava regular fit women's trousers,699.0,259.0
18467,cotonex blue cotton kitchen linen set,341,344,cotonex blue cotton kitchen linen set,350.0,299.0
18468,loomkart multicolor cotton dhurrie,2093,1184,loomkart multicolor cotton dhurrie,2100.0,1050.0
18469,gaga canvas painting,46499,32470,gaga canvas painting,46500.0,25510.0
18470,lienz women's camisole,460,273,lienz women's camisole,475.0,220.0
18471,"cotonex grey, red cotton kitchen linen set",335,329,"cotonex grey, red cotton kitchen linen set",350.0,299.0
18472,lienz women's camisole,840,394,lienz women's camisole,850.0,325.0
18473,gaga canvas painting,7634,4865,gaga canvas painting,7638.0,4220.0
18474,w regular fit women's trousers,1983,2215,w regular fit women's trousers,1999.0,1999.0
18475,loomkart multicolor cotton dhurrie,2085,1223,loomkart multicolor cotton dhurrie,2100.0,1050.0
18476,gaga canvas painting,15771,9651,gaga canvas painting,15783.0,8720.0
18477,gaga canvas painting,35097,23481,gaga canvas painting,35100.0,19380.0
18478,furnishingland maroon silk carpet,14779,8729,furnishingland maroon silk carpet,14798.0,7399.0
18479,loomkart multicolor cotton dhurrie,2089,1345,loomkart multicolor cotton dhurrie,2100.0,1050.0
18480,furnishingland brown polyester carpet,3906,2263,furnishingland brown polyester carpet,3920.0,1960.0
18481,zosign men sandals,1186,1540,zosign men sandals,1199.0,1199.0
18482,jouer anti aging moisture  primer  - 30 ml,6837,7000,jouer anti aging moisture  primer  - 30 ml,6840.0,5814.0
18483,metro men sandals,1385,1565,metro men sandals,1390.0,1390.0
18484,balujas men sandals,1576,1497,balujas men sandals,1595.0,1195.0
18485,balujas men sandals,1588,1425,balujas men sandals,1595.0,1195.0
18486,pollo lace up,784,407,pollo lace up,799.0,349.0
18487,giftwell buddha showpiece  -  28 cm,2045,1930,giftwell buddha showpiece  -  28 cm,2050.0,1525.0
18488,"nyx set of 2 soft matte lip cream 10,05",2986,1680,"nyx set of 2 soft matte lip cream 10,05",3000.0,1440.0
18489,balujas men sandals,4987,4867,balujas men sandals,4995.0,3995.0
18490,balujas men sandals,1491,1258,balujas men sandals,1495.0,1100.0
18491,balujas men sandals,1483,1406,balujas men sandals,1495.0,1100.0
18492,toyto men sandals,486,487,toyto men sandals,499.0,399.0
18493,zosign men sandals,1190,1379,zosign men sandals,1199.0,1199.0
18494,"nyx set of 2 soft matte lip cream 06,22",2987,1773,"nyx set of 2 soft matte lip cream 06,22",3000.0,1440.0
18495,anshul fashion lace up,1383,402,anshul fashion lace up,1399.0,319.0
18496,zosign men sandals,1185,1334,zosign men sandals,1199.0,1199.0
18497,balujas men sandals,1488,1423,balujas men sandals,1495.0,1100.0
18498,jtc platinum water dispenser cover,328,283,jtc platinum water dispenser cover,348.0,235.0
18499,go lucknow embroidered women's straight kurta,1543,1067,go lucknow embroidered women's straight kurta,1549.0,949.0
18500,"auroshikha natural myrrh frankincense, gum benzoin, gum copal, gum damar & siam benzoin incense sticks",445,507,"auroshikha natural myrrh frankincense, gum benzoin, gum copal, gum damar & siam benzoin incense sticks",452.0,452.0
18501,checkered chef steel all-purpose scissor,2256,2250,checkered chef steel all-purpose scissor,2260.0,1921.0
18502,mahadev handicrafts cotton cartoon double bedsheet,1496,1046,mahadev handicrafts cotton cartoon double bedsheet,1499.0,899.0
18503,"aj dezines boy's kurta, waistcoat and pyjama set",1987,871,"aj dezines boy's kurta, waistcoat and pyjama set",1999.0,699.0
18504,syon cotton floral double bedsheet,996,581,syon cotton floral double bedsheet,999.0,499.0
